"","tweets","location","Score","Sentiment"
"258","ncbn if unitedindiaatbrigade support andhrapradeshspecialstatus ysjagan is the first person to participate in this event lathareddy vsreddymp hvrysrcp ysrcpdmo ysrcp ysrcparty manvidad","Hyderabad, India",0.5,"positive"
"259","cbns vulture talk shows real fear of defeat ncbn ysjagan jaganforcektrnewscbn chandrababu newsof","Hyderabad, India",-1.15,"negative"
"260","cbn cries foul on nia investigation into jagan casencbn  ysjagantrends  ysjagan  niaindia chandrababu  jagan nia newsof","Hyderabad, India",-1.75,"negative"
"261","why cbn is afraid of nia in jagan casencbn  niaindia  jaganforce  ysjagan chandrababunaidu  jagan nia newsof ","Hyderabad, India",-0.75,"negative"
"262","apcoscam  under chandrababu in kadapa district demand for a judicial enq bogus handloom societies in kadapa s of crores of corruption apco chairman is accused no gujjala srinu  narendramodi ysjagan ncbn tvnewsnow vsreddymprrr package lwsrebate","India Dubai ",-2.5,"negative"
"263","dear ncbn just give me free of cost half of those  acres acquired by you in amaravathi i will build and give you a world class capital without your govt investing  even  rupee ysjagan ktrtrs","India Dubai ",1.9,"positive"
"264","ysjagan is winning in  and nearing  seats each day vsreddymp","India Dubai ",0.75,"positive"
"265","arvindkejriwal hdkumaraswamy prafulpatel ysjagan kapilsibal aamaadmiparty bjpkarnataka bdutt sardesairajdeep reallyswara if any of you really have a conscience you will see this video and question mr kejriwalwhere have we gone wrong with this guy ","New York, USA",-0.75,"negative"
"266","harishreddym ysjagan ysrcparty i think at that time if jagan were made as cm ap wouldnt have seen the bifurcation","India",0,"neutral"
"267","ysjagan backs federalfront ktrtrs telangana andhrapradesh ","London - Hyderabad -Karimnagar",0,"neutral"
"268","ysjagan to star fathers biopic yatra ","London - Hyderabad -Karimnagar",0.6,"positive"
"269","andhrapradesh chief minister ncbn wrote a letter to pmoindia  narendramodi over the national nia taking over the case relating to the knife attack on ysrcparty president ysjagan at visakhapatnam airport on october  ","Hyderabad Andhra Pradesh India",-1.05,"negative"
"270","ysjagan sister yssharmila reached hydcitypolice commissionerate to lodge complaint against social media postings linking bahubali actor prasaddarling and blame jaitdp for the same yssharmila ysrcp prabhas bahubali ysjagan ysr ys hyderabad telangana ","Hyderabad Andhra Pradesh India",-1.5,"negative"
"271","jaganmohan reddy with kcr for special category status experts doubt  times of india  via timesofindia toihyderabad ysjagan ysrcparty andhrapradesh andhrapradeshcm ysjagan ysrcp kcr","Hyderabad Andhra Pradesh India",0.05,"positive"
"272","jagan ysjagan jaganattackvizag andhra ysrcparty ysjaganforensics dnafingerprintingblood on knife jagan shirt same  times of india  via timesofindia","Hyderabad Andhra Pradesh India",-0.4,"negative"
"273","telanganacmo kcr has asked his son amp trs president ktrtrs  to meet ysrcparty ysjagan on wednesday ktr to meet ysjagan around noon at lotus pond residence of ysjagan in hyderabad telangana andhrapradesh","Hyderabad Andhra Pradesh India",0,"neutral"
"274","the meeting of ktrtrs amp ysjagan  will primarily focus on seeking support from the andhrapradesh opposition leader for kcrs federal front andhrapradeshcm tdp andhrapradeshelections hyderabad","Hyderabad Andhra Pradesh India",0.85,"positive"
"275","ktrtrs meeting with ysjagan started at lotus pond in hyderabad  telangana ","Hyderabad Andhra Pradesh India",0,"neutral"
"276","after successfully completing  prajasankalpayatra ysrcparty chief ysjagan visited tirumala today by walk to offer prayers s to lord venkateswara swamy jagan ysjagan ysrcp ysjaganintirumala ysjaganhistoricpadayatra ysrajareddy ","Hyderabad Andhra Pradesh India",1.9,"positive"
"277","ysrcparty ysjagan didnt received any invite till now from mamataofficial for her kolkata rally leaders of ysrcongress says that they want to confine only upto andhrapradesh  will not participate in any such meeting even if get invitation ysjagan ysrcp","Hyderabad Andhra Pradesh India",0.85,"positive"
"278","indianpac ysjagan great work","new delhi",0.75,"positive"
"279","ktrtrs ysjagan apt will be power house that can command center good move ","",1.5,"positive"
"280","ysjagan pl concentrate more on  eluru chittoor atp and guntur mp seats remaining is of ysrcparty social media campaign must pick up campaign by digital screens in all dist about broken promises of tdp","",-0.25,"negative"
"281","ysjagan please concentrate more on east west godavari with proper coordination sir the coming days are of ysrcp rayalseema is clean sweep for ysrcp ","",2.9,"positive"
"282","raosaradhi pawankalyan ysjagan ncbn see  in  impossible again for tdp sorry","",-1,"negative"
"283","raosaradhi ysjagan every one  knows u turn of tdp and its leaders ncbn  oka policy vunda aa party kithey support packageagain that want status opportunitistic policies you r commenting other partiesshame on you    dumped west godavari ncbn","",-0.25,"negative"
"284","narendramodi jpnadda ysjagan bjplive yadavtejashwi tejaswi dont you feel you are not a leader second thing for sure  we know far better the indian constitution and we are far better educated then you","Mewat nuh aspirationaldistrict",1.8,"positive"
"285","sq guptanagu ysjagan edited","",-0.25,"negative"
"286"," ysjagan with kcr for special category status experts doubt ","Faridabad, India",0.05,"positive"
"287","rajinikanthv but tvtelugu anchors why they are becoming as yellow anchors even you wont disrupt and make sure others dont create noise when yellow men taljing but when others talking u allow noise and cross talk why ysjagan padayatra not covered in tvtelugu","",0.45,"positive"
"288","fakecasesucks kunkasurendra nrvprasadrao ncbn pchidambaramin bjpindia pawankalyan narendramodiin ktrtrs ysjagan wait wait patience more patience required  itself ncbn over butnarendramodiin pawankalyan grace now no chance just seeing yellow publicity dont think people are foolsinvestigated prosecuted will go to jail narendramodiin ktrtrs kcr ysjagan wont leave himits over","",-0.95,"negative"
"289","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan ktrtrs telanganacmo narendramodiin who talked about caste it is about man who looted and looting matti sand land beach sand minerals water projects ttd agrigold assets bramaravathi graphics polavaram scams and hiding behind yellow channelsindia top most economic criminal cm never before indian history looting","",-1.25,"negative"
"290","sgogireddy ncbn andhrapradeshcm krishnad hitech also plan and blue print belong to n janarthan reddy excm and infrastructures orr pvexpress way metro cyberabad roads and other provided by ysjagan father using yellow channels s of crores spent on publicity to gain the credit but hyd settlers rejected twice","",0.3,"positive"
"291","chittib naralokesh you have to read opposite ysjagan padayatra heat ncbn shivered and implementing navaratnas before  months telengana people are wise kicked out ncbn well before now ap people will repeat ysjagan impact will be lije that on publicity to gain the credit but hyd settlers rejected twice","",1.85,"positive"
"292","ncbn murder attempt nncbn tried eliminate opposition leader ysjagan the attacker wirked in the airport canteen illegal with fake noc but canteen tdp  mla contestant was never investigated when nia summoned he ran away all sins managed by yellow channels ","",-3.6,"negative"
"294","fakecasesucks kunkasurendra nrvprasadrao ncbn pchidambaramin bjpindia jaitdp there is nothing new your yellow batch yellow channels giving these days narendramodiin fed up with ncbn kicked out after asking arrest ysjagan always when he gives appointment just used to ysjagan arrent and increase constuencies from  to ","",1.05,"positive"
"295","bashoeb ncbn brand naidu is exposed credit goes to social media otherwise truths are hidden by gobel propaganda donga yellow channels brand babu is graphics bramaravathi brand babu is looting backstabbing liar conspiracy docheyyatam donga publicity murders murder attempts on ysjagan","",-3.95,"negative"
"296","shekarr ncbn now i see ysjagan n team recently using yellow channels in their speaches regularly so that people will be aware of donga publicity in yellow channels channels","",0.4,"positive"
"297","fakecasesucks kunkasurendra nrvprasadrao ncbn pchidambaramin bjpindia pawankalyan narendramodiin ktrtrs ysjagan  tears accidental cm bad luck ap","",-1.8,"negative"
"298","akulasatish ncbn janmabhoomi good governance neans land sand matti water  projects ttd agrigold assets docheyyatam  lakhs crores debt without creating  assets also always overdrafts with rbi bramaravathi graphics manage ed cbi supreme high courts murder attempts on ysjagan worst cm of india constuencies from  to ","",0.15,"positive"
"299","deepikadhoni thisissiva ncbn ysjagan in society there are vedhavulu like you thatswhy india top most ecomic political criminal corrupted worst cm are still ruling telengana people are wise they kicked out","",-1.25,"negative"
"300","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan ktrtrs telanganacmo narendramodiin they r in stay as of now wait na u see the tricktill now ncbn has men in ed cbi supreme court high court now no one is there many are identified and removedall will opened slowlydont overestimate see yellow channels too much u will disappoint because  itself ncbn over","",-0.75,"negative"
"301","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan ktrtrs telanganacmo narendramodiin one side kcr ktrtrs tatha testunnadu other side narendramodiin another side ysjagan and  th side nia supreme court and high court cbi chemdalu ekkestaru safer side even though hiding behind yellow channelnewspaperswebsiteshe ran near rahulgandhi but no use in jail usee","",-0.3,"negative"
"302","shekarr ncbn apart from donga gobel propaganda yellow channels fake publicity ncbn spending s of crores in maintain these type of gundas instead of spending that money on welfare of peopledochesina cash and donga yellow publicity are core pillars ysjagan i am pinging to break pillars","",-0.35,"negative"
"303","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan ktrtrs telanganacmo narendramodiin i am telling since long time see this is just beginning everyone will kickout and punishment will be given like never before looting in indian history after independence ","",0.8,"positive"
"304","fakecasesucks kunkasurendra nrvprasadrao ncbn pchidambaramin bjpindia wait wait patience more patience required  itself ncbn over butnarendramodiin pawankalyan grace now no chance just seeing yellow publicity dont think people are foolsinvestigated prosecuted will go to jail narendramodiin ktrtrs kcr ysjagan wont leave himits over","",-0.95,"negative"
"305","fakecasesucks nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan narendramodiin rahulgandhi incindia have patience u will not believe what is going to happen because u have yellow eyes now ncbn shivering internal news once elections lost his life n carrier will be smashed only small which he planned with conspiracy garuda puranam with paid artist shivaji murder attempt failed","",-2,"negative"
"306","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan ktrtrs telanganacmo narendramodiin for u special matti dochestunnaru hats off to sub collector fights against yellow mafia men ","",0,"neutral"
"307","nareshpatro naralokesh mari ysjagan impact already shivers started and tried one year planned to eliminate now no option he is implementing navaratnas","",-0.2,"negative"
"308","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan naturally u wont believe because you are by products of gobel propaganda donga yellow channels fake publicity  large state reduced small state  vote share  settlers kicked out in ghmc assembly elections kudos to social media awareness even though massive donga publicity","",-0.35,"negative"
"309","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan ktrtrs telanganacmo narendramodiin wait and see ysjagan is daring n dashing guts leader thats why tried to eliminate ysjagan tactically and thought like manage like mtr and ysr episode but it will backfire nia will uproot ncbn other side ncbn is gnta nakka but this time pakka write down he will be in jail","",1.25,"positive"
"310","naren ncbn yellow channels are gobel propaganda donga publicity no place for ysjagan in yellow channels it should be shared in social media only","",0.45,"positive"
"311","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan ktrtrs telanganacmo narendramodiin yes seen i think ur watching too much to watch when ncbn will face similar and worst situation i think ysjagan has another  charge sheets pending  are closed ncbn has  now and  more will come rest of his life in tihar","",0.3,"positive"
"312","jaitdp ncbn credit goes to ysjagan that is effect if ysjagan now yellow brothers understand how much ncbn shivers even though gobel propaganda donga yellow channels publicity done say ysjagan failed","",-1.05,"negative"
"313","ncbn exactly after end of ysjagan padayatra ncbn increased pension from  to  so at the bus yatra by ysjagan which is going to start what we can expect from ncbn shivers stated am i right","",1.1,"positive"
"314","thehydchap naralokesh  more shivers after loosing  elections there is strong efforts to again catch narendramodiin feet but narendramodiin and ysjagan snd kcr ktrtrs will leave this time definitely football match you are going to s charge sheets pending  are closed ncbn has  now and  more will come rest of his life in tihar","",-0.35,"negative"
"315","ncbn watch this video even small kid can predict ncbn elections gimmicks kudos to ysjagan prediction well before  its time to through like telengana people did kickout india top most economic political corrupted cheating backstabbing cm ","",-1.35,"negative"
"316","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan ktrtrs telanganacmo narendramodiin  i think ur hypnotized by yellow media and see see again see and increase dwesham against ysjagan thats how ur trained by donga gobel propaganda fake yellow mafia channels  yellow channels  yellow newspapers  yellow websites millions of fake social media accounjail","",-1.8,"negative"
"317","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan ktrtrs telanganacmo narendramodiin then get updated search in google oh may that episode u dont know ysjagan wrote letter to narendramodiin because naturally yellow channels wont show if they dont show u will not have own brains  to get latest updates or knowledge he is telengana tdp ex minister relativel","",1.2,"positive"
"318","fakecasesucks nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan narendramodiin rahulgandhi incindia why u worry if any party alliances with different partyoh ncbn does gobel propaganda publicity u follow even though ncbn alliances all parties including shameless ncbn itself shameless but u wont bother because donga publicity yellow channels wont show it and u dont have ter relativel","",-1.75,"negative"
"319","thisissiva deepikadhoni ncbn rightly said shameless person he has to feed his grandpa and taje care of his needs other side all those are  paid artists who appear on tvs and millions of fake social media accounts are created donga gobel propaganda yellow channels fake publicity against ysjagan","",-0.1,"negative"
"320","vamsee ncbn naralokesh jaitdp narendramodiin haha if ysjagan father alive we would have been in united state and polavaram woukd have been completed  years  times accidental cm never had completed one big project or industry corruption like never before in indian history only british did before independence by ncbn","",0.8,"positive"
"321","fakecasesucks kunkasurendra nrvprasadrao kurnoolgoap ncbn naralokesh ysjagan waittelangana ktrtrs telanganacmo kickoff left and right guddalu udadesi for telling i only built hyderabad next stepsysjagan will win narendramodiin will win after that you see ncbn naralokesh will get shock of all time for his never before independent india corruption","",-0.2,"negative"
"322","ysjagan padayatra  days over ncbn is trying hard to reverse the effect of  year padayatra increase of  pension gobels on ycp trs alliance and some more navaratnas willbe stolen because he is cbn he will never give up ysjagan should stay with people then only he can beat ncbn","",-0.5,"negative"
"323","jaydprasad ncbn ysjagan wait n see this time what is rajakiyam ncbn will be in jail all options are closing and u will see all round attack just yellow channels and yellow sheep  lije cant save himbn he will never give up ysjagan should stay with people then only he can beat ncbn","",-1.3,"negative"
"324","so it is everyone against bjpindia in the general elections this in itself is a testimony to the work bjp put in over the last  plus years a certain arvindkejriwal  ktrtrs  ysjagan are missing in action ","Bengaluru, India",1.2,"positive"
"325","ysjagan dont involve trs party openly in ap politics sir yellow media may distort the whole election campaign please keep trs and kcr away as you are doing with bjp and congress","Madanapalle ",1.35,"positive"
"326","yellowbrigade haribabutdp ysjagan do you think that jagan does not know itjagan knows everythingwe also should know that kcrampasadduddin are the only leaders who presently are supporting jagan in entire indiahe cannot lose them as both have proved themselves in recent telangana elections","",0.5,"positive"
"327","cjeyarr ncbn ysjagan everyone with a sensible brain will understand why jagan got himself deliberately wounded in the airport by his own followerjagans dirty mindseek sympathy ampto seek cbi court permissionexempt his attendance every fridaysenseless bastards may speak some nonsensesupress truth","",0.95,"positive"
"328","harishreddym ysjagan ysrcparty even after walking for  kms of paada yatra he is still saying  rs for  kg of onion infact he is degrading ysr please come out with unique speeches of jagan and show case him as a leader","Singapore",1.35,"positive"
"329","harishreddym ysjagan ysrcparty good thing that atleast u agreed that jagan cases are still running while many other ycp supporters started fake propaganda saying that  out of  cases are quashed","Singapore",0.55,"positive"
"330","harishreddym ysjagan ysrcparty why you still guys are still drawing similarities between ysr and jagan agree they boycott assemblies for tdp negligence had jagan took any issues to the government for fight for justice he would have got his own credibility what does he achieve by paadha yatra nothing","Singapore",1.25,"positive"
"331","harishreddym ysjagan ysrcparty bro anti hinduism anedhi bayataku choopincharuthey show in actions brother anil videos choosaara how do u defend such videos church lo rajakeeyala tho pani enti church ki vache vaalla andhari chetha promise lu cheyinchukovadam ground level facts are altogether different","Singapore",2.3,"positive"
"332","telanganacmo had has has been is and perhaps will continue to perpetrate hatred against people of andhra pradesh and andhra pradesh origin i implore ysjagan ncbn and pawankalyan that telanganacmo should be held to account for hating spreading hatred of people of ap","",-1.25,"negative"
"333","ysjagan ncbn and pawankalyan sir i would like to bring to your notice that during the telangana movement and subsequently also telanganacmo continues to perpetrate hatred towards people of ap ap origin irrespective of caste creed and culture","",0.6,"positive"
"334","ysjagan ncbn and pawankalyan sir i beseech you to stand for the rights of people of andhra pradesh and andhra pradesh origin today if we fail to put the interest of the state over that of party politics it could lead up to violation of rights of people of andhra pradesh","",-0.25,"negative"
"335","telanganacmo family said ysjagan would grab even prison land in telangana telanganacmo said andhrapradeshcm licks armpits a telangana journalist called for deportation of pawankalyan last year  all in the garb of calling themselves democrats and enlightened society","",-0.85,"negative"
"336","bashashameer ncbn what can they do when ysjagan him self told mlas are useless dandaga and they cant do anything","",-0.75,"negative"
"337","ysjagan menu for kcr when he visits andhra peda biryani ulava guggillumuneertweets  can you please more specials","",1,"positive"
"338","rgvzoomin kapaulofficial pawankalyan ncbn ysjagan on behalf of rgv sir wish you all joyous sankranthi","Clarksburg, MD",1.8,"positive"
"339","sekumadhu rgvzoomin ncbn naralokesh ysjagan this shows u r male egoshe z tdp member frm the beginninga true sahadharma charini that shared ntr spiritthat leads to politicslaxmi gave him lifewho r u society to decide that she shud stick to home it shud be heru r only choice z to vote or not","Clarksburg, MD",2.1,"positive"
"340","purna harishreddym ysjagan ysrcparty this is wrong understanding i guesshistorically chiru family and prajarajyam supporters are against tdp not ysr or congress if you recall  pk was against both partiesmy understanding in supporting cbn over jagan is jagan has cases and went to jail also lack experience","New Jersey, USA",0.25,"positive"
"341","anandmahindra pmoindia narendramodi ktrtrs ncbn ysjagan naralokesh please take this forward and be the change driver ","Vishakhapatnam, India",1.6,"positive"
"342","rgvzoomin ncbn naralokesh ysjagan i believe cbn has no intentions  main villain is lakshmi parvathi   why she involved in tdp political issues just she would have been as house wife if she really loves ntr","Hyderabad, Andhra Pradesh",0.65,"positive"
"343","sakshinews sakshinewspaper ysjagan actinglu actinglu","Hyderabad, Andhra Pradesh",0,"neutral"
"344","see what he did in these four and half years shame on u narendramodi indias debt under modi govt surges  to rs  lakh crore  via indiatoday hdkumaraswamy ncbn mamataofficial arvindkejriwal ysjagan ktrtrs vijayanpinarayi devfadnavis","Bengaluru, India",-1.5,"negative"
"345","saichand ysjagan ncbn trspartyonline why ncbn wanted to join with trs party why not with ys jagan","Hyderabad, India",0.25,"positive"
"346","openheartwith prakku ysjagan pawankalyan ncbn k good night","Kukatpally, Bhagyanagar colony",0.75,"positive"
"347","prakku ysjagan native place","Kukatpally, Bhagyanagar colony",0,"neutral"
"348","prakku openheartwith ysjagan pawankalyan ncbn feeling ready for playing something","Kukatpally, Bhagyanagar colony",1.05,"positive"
"349","prakku ysjagan whats the opinion on ncbn ncbnin u r surroundings","Kukatpally, Bhagyanagar colony",0,"neutral"
"350","prakku ysjagan whats u r opinion on pawankarroundings","Kukatpally, Bhagyanagar colony",0,"neutral"
"351","that ysjagan doesnt have any respect for his father ysr is apparent by his joining hands with kcr kcr is on record as having called ysr a durmargudu criminalhe doesnt care about his father or his state only thing he cares about is ed cases against himgnanodayam ","",2.5,"positive"
"352","guess who was not invited to this meeting the great federal front founder kcr and his pet poodles ysjagan and owaisino prizes for guessing whywho wants bjp agents in an antibjp front ","",0.9,"positive"
"353","no lust for power but want to be andhra pradesh chief minister for  years ysjaganhehe thats like saying i dont want much just want to loot all the money in state govt through bogus contracts for  yrs what an arrogant fellow  gnanodayam ","",-0.75,"negative"
"354","bjp trying to give clean chit to ysjagan so this is how narendramodi  and bjpindiafight corruption slowing down cases against jagan will go for postelection tieup supporting a guy who tried to do christian conversions on tirumala tirupati ","",0.75,"positive"
"355","ncbn ysjagan abntelugutv tvtelugu sakshitv cm sirin tn state buses amp chennai metro trains we see thirukurral poet signages instead of political ads in same way if we provide telugu poets best quotes as signage like from yogi vemana etc it would look good for public too","",2.55,"positive"
"356","pawankalyan ncbn ysjagan ktrtrs trspartyonline jaitdp ysrcparty janasenaparty pk ji have u questioned cbn on vote for note case ap scs uturn amp congress alliance instead u say i fear the alliance of ysrcp amp trs to dethrone cbn actually cbn spent past yrs in tg","",-1,"negative"
"357","pawankalyan abntelugutv ncbn ysjagan ysrcparty janasenaparty jaitdp tvtelugu sakshitv ktrtrs pk ji have u questioned cbn on how many ap reorganisation act issues sorted out cbn doesnt have guts to talk with kcr roads developed under narega from central govt","",0.65,"positive"
"358","ncbn ysjagan pawankalyan jaitdp janasenaparty ktrtrs ysrcparty abntelugutv sakshitv tvtelugu pk ji our ap cm spent last yrs to dethrone kcr tried twice amp failed in tg didnt bother about ap ppl welfare not even  permanent govt building completed till date","",-1.65,"negative"
"359","ysrcparty ysjagan sakshitv vsreddymp akyonline sir more awareness campaign to be conducted state wide as ncbn failed to address the ap reorganisation act issues our only option is jagan garu as ap cm to resolve issues with tg in remaining yrs time of joint capital","",0.95,"positive"
"360","ncbn abntelugutv tvtelugu pawankalyan ysjagan ysrcparty sakshitvap cm sir on republic day parade every state sakatam is shown as symbol amp development of state this year our sakatam was rejected due to particular officers negligence for not maintaining standards","",-0.65,"negative"
"361","ncbn narendramodi ysrcparty ysjagan pawankalyan abntelugutv sakshitv tvtelugu ap cm sir i think u have created great record by joining in various nationalfront nda thirdfront upa in ur yrs career amp i dont know what front u joined today who is pm candidate","",1.6,"positive"
"362","ncbn ysrcparty ysjagan abntelugutv sakshitv tvtelugu narendramodi pawankalyan ap cm sir created new history today by joining various fronts in india in his yrs career what i understand by todays front is pm should be like clerk to sign no strong pm required","",2.05,"positive"
"363","prakashjavdekar narendramodi pmoindia arunjaitley ncbn pawankalyan ysjagan  sir private education institutions in india has become like mafia collecting huge fees from middle class parents please provide solution for us  govt schools shutdown in last yrs in ap","",2.25,"positive"
"364","ncbn pawankalyan ysjagan ktrtrs pk ji how many times u raised voice against cbn in last yrs on sand mafia education institutions mafia amaravati singapore real estate deal whr were r u that time it proves that u r election stunt person amp not bothered for ap welfare","",-0.3,"negative"
"365","ncbn ysrcparty ysjagan abntelugutv sakshitv tvtelugu narendramodi pawankalyan arunjaitley mamataofficiai ap cm sir created new history today by joining various fronts in india in his yrs career now there is no front left in india in which ncbn was not part of it","",1.05,"positive"
"366","ysrcparty ysjagan sakshitv vsreddymp akyonline sir my idea is ap ppl to know the facts that only jagan garu can discuss with tg cm amp close pending ap reorganisation act issues as we have only yrs remaining with us amp ncbn has failed to do it","",0.15,"positive"
"367","ncbn ysjagan pawankalyan sakshitv abntelugutv tvtelugu our sakatam rejected previously also in year   but for current year it was blamed as bjp not allowing our vehicle this republic day this issue is pure officers negligence for not maintaining standards","",-0.4,"negative"
"368","ysjagan my sympathies with u may god bless uamen  previously also in year   but for current year it was blamed as bjp not allowing our vehicle this republic day this issue is pure officers negligence for not maintaining standards","Vijayawada, India",1.6,"positive"
"369","anirudh ysjagan pawankalyan ncbn andhra cm for next  yearsogikkfwkSted previously also in year   but for current year it was blamed as bjp not allowing our vehicle this republic day this issue is pure officers negligence for not maintaining standards","Vijayawada, India",0.6,"positive"
"370","anirudh ysjagan possible future pmndhra cm for next  yearsogikkfwkSted previously also in year   but for current year it was blamed as bjp not allowing our vehicle this republic day this issue is pure officers negligence for not maintaining standards","Vijayawada, India",0.6,"positive"
"371","anirudh ysjagan pawankalyan offscreen actor","Vijayawada, India",0,"neutral"
"372","vicky urstrulysid ysjagan u sleep wellr","Vijayawada, India",0,"neutral"
"373","as the season of biopics is onwish to make one on my brother ysjagan as well my choice of director wud be rgvzoomina proven expert in making blockbusters like his recent flicks                                     ps  viewer discrimination is recommende","Vijayawada, India",2.95,"positive"
"374","openheartwith anirudh ysjagan pawankalyan ncbn sorryysjagan as well my choice of director wud be rgvzoomina proven expert in making blockbusters like his recent flicks                                     ps  viewer discrimination is recommende","Vijayawada, India",2.55,"positive"
"375","urstrulysid vicky ysjagan very true but cbn shud leverage this act","Vijayawada, India",0.75,"positive"
"376","paruchuri deeprk ncbn mamataofficial narendramodi ktrtrs ysjagan trspartyonline gajulu nuvve vesuko nanna meeke avsram padthadi elections tarvatha and bug off u yellow turd","",-0.5,"negative"
"377","naren ncbn ysjagan mamataofficial he is a certified dirtiestpolitician in indiauvve vesuko nanna meeke avsram padthadi elections tarvatha and bug off u yellow turd","Bengaluru, India",-0.5,"negative"
"378"," always ysjagan   in indiauvve vesuko nanna meeke avsram padthadi elections tarvatha and bug off u yellow turd","Bengaluru, India",-0.5,"negative"
"379","kapaulofficial rahulgandhi pawankalyan ktrtrs naralokesh ysjagan indianredcross ndtv i dont know if you are innocent or acting innocent why would they come and give cr to publicize you","",0.8,"positive"
"380","ktrtrs ysjagan the great combination with our nation","Andhra Pradesh, India",0.5,"positive"
"381","ktrtrs ysjagan ameging","Andhra Pradesh, India",0,"neutral"
"382","ysjagan ysrcparty  how can you able join your hands with ktr amp kcr how can we believe you for our future generations please think about it jagan garu ","Taipei City, Taiwan",1.65,"positive"
"383","he also ordered the police dept not to register any cases against the attackers democracy in andhrapradesh was killed by the jaitdp party ncbn ysjagan varaprasadmp bjpindia narendramodi amitshahrepublic sushmaswaraj nsitharamansulugurisathish srireddyysrcp","Chittoor, Andhra Pradesh",-0.35,"negative"
"384","kyadhav narendramodi ysjagan another proof chandrababus man is appointed as cbi director  jaitdp party ncbn ysjagan varaprasadmp bjpindia narendramodi amitshahrepublic sushmaswaraj nsitharamansulugurisathish srireddyysrcp","Chittoor, Andhra Pradesh",0.25,"positive"
"385","ysjagan keeps the scs demand alive with his unprecedented effortsspecialstatustoap apneedsysjagan ","United States",0,"neutral"
"386","cbnnrifan ktrtrs ysjagan fidel front dustbin front","Andhra Pradesh, India",0,"neutral"
"387","prasnistaaninnu ncbn ysjagan pawankalyan kapaulofficial nadendlamanohar super punchh","Andhra Pradesh, India",0.75,"positive"
"388","kapaulofficial rahulgandhi pawankalyan ktrtrs naralokesh ysjagan indianredcross ndtv sir please show me god please ur very powerful please","Andhra Pradesh, India",2,"positive"
"389","apxlive trspartyonline ktrtrs ysrcparty ysjagan fidel front","Andhra Pradesh, India",0,"neutral"
"390","amdemure janasainiks ysjagan ok ra jaffa knowledge less fellow byeeeee bloody jaffa","Vizianagaram",0.25,"positive"
"391","amdemure janasainiks ysjagan hey comedy fellow jaffa raja again joking ody jaffa","Vizianagaram",1.5,"positive"
"392","one more  ysjagan announced tax exemption for autowalas and copy cat ncbn copiedcbncopiedysjaganmanifesto ","Hyderabad, India",-0.5,"negative"
"393","waitingboth young leaders ysjagan and ktrtrs to address media after their meetingktrmeetsysjagan federalfront ","Hyderabad, India",0.4,"positive"
"394","and this ktrmeetsysjagan ysjagan ktrtrs looks like roaring lions   federalfront ","Hyderabad, India",0.5,"positive"
"395","this copy cat ncbn copies all from ysjagancbncopiedysjaganmanifesto ","Hyderabad, India",0,"neutral"
"396","where ever ysjagan goes ncbn followscbncopiedysjaganmanifesto ","Hyderabad, India",0,"neutral"
"397","after succussful completion of prajasankalpayatra ysjagan anna along with family pays tributes to dr ys rajashekhara reddy garu at ysr ghat idupulapayaysjaganinpulivendula pulivendulamla yssharmila ","Hyderabad, India",0.8,"positive"
"398","trs working president sri kt rama rao to meet ys jagan mohan reddy today at pm at lotus pond residenceysjaganktrtrsfederalfrontktrmeetsysjagan","Hyderabad, India",0.25,"positive"
"399","trendshyderabad ysjagan ncbn autowala road tax too cbncopiedysjaganmanifesto ","Hyderabad, India",-0.25,"negative"
"400","the other side of the coin not nda not upa the independent india going to see the change telugu states and telugu people are the game changersktrtrs with ysjagan ktrmeetsysjagan federalfront ","Hyderabad, India",0,"neutral"
"401","umasudhir yeswanth ktrtrs ysjagan yes  both the leaders to address the media after meet ","Hyderabad, India",0.8,"positive"
"402","ysjagan clips in yatra climax mmentertains mammukka mahivraghav ","Hyderabad, India",0.8,"positive"
"403","for the first time ktrtrs meets ysjagan  annaktrmeetsysjagan federalfront ","Hyderabad, India",0,"neutral"
"404","ktrtrs to lunch with ysjagan anna at lotus pond ktrmeetsysjagan","Hyderabad, India",0,"neutral"
"405","nthe puppet ysjagan does what his master narendramodi tells him to jagan plays host to bjpindia amp a few congress members at his lotus pond mansion in hyderabad apdharmaporatam cbndharmaporatam isupportcbn apcm ncbn naralokesh ","",0,"neutral"
