"","tweets","location","Score","Sentiment"
"2180","timesnow ncbn save yourself not india and democracy","",0.9,"positive"
"2181","ncbn better officers are in ap and south bring someone from south as eo ttd respect culture pawankalyan what ever you asked tdp wont do just ur vote bnk   wake up","",1.9,"positive"
"2182","bjpandhra amitshah pmoindia narendramodi govt of ap released a go for development of airports and purposefully neglected tadepallugudem project just because it is a bjp mpmla segment cheap politics by ncbn naralokesh pawankalyan question this urspmr jaitdp ","",-1.25,"negative"
"2183","ravinarin yadavtejashwi same happening in andhra pradesh ncbn instigating caste policies same  people will through alliances","",-0.25,"negative"
"2184","musingresearchr andhrapradeshcm gunturgoap prajarajadhani xlrijamshedpur for that matter all these are morons and it will end soon  only ncbn knows marketing ktrtrs knows better you vote himwhole ap for sure rejectand send him to his fort in guntur","",0.3,"positive"
"2185","hope klnbjp rammadhavbjp bjpandhra will support urspmr in his fight for injustice of ncbn in sanctioning projects to west godavari jaitdp almost gone in wg wake up naralokesh","",-0.75,"negative"
"2186","thaiairways connect vijayawada india to thailand with a nonstop flight like other destinations in india ncbn andhrapradeshcm","",0.5,"positive"
"2187","musingresearchr andhrapradeshcm gunturgoap prajarajadhani xlrijamshedpur just come and seenot even decent medical facilities are not there in interior partsnot all afford to go guntur or vjawho cares nitfirst live lifeno drainage facilities in most of the townsjust seedont assume like ncbn","",2.25,"positive"
"2188","as promised in go ms no released in  take steps to start work on tadepalligudem airport in west godavari dist  ncbn andhrapradeshcm pawankalyan urspmr naralokesh treat people of west godavari onpar with kurnool and nellore  start work in wg like in other places","",1.25,"positive"
"2189","as per go  released in  ncbn promised airports in tadepalligudem kurnool nellore and bhogapuramall works started except tadepalligudem just because it is kapu region and bjp region pawankalyan urspmr sureshpprabhu pk introspect it self before giving support to tdp","",1.5,"positive"
"2190","naralokesh your govt is developing regions which supported ysrcp in  like airports in kurnool and nellore and dumped wg airport at tadepalligudem which supported tdp  unfair ncbn ppl here will answer everything in ","",0,"neutral"
"2191","failure to develop west godavari dist begins to haunt ncbn jaitdp and sure tdp will loose many seats in  in west godavari zero development here is noticed by all sections of ppl good bye tdp naralokesh pawankalyan wake up  urspmr bjpandhra","",-0.9,"negative"
"2192","narendramodi ncbn did nothing to ap ","",0,"neutral"
"2193","andhrapradeshcm ncbn prajarajadhani gunturgoap xlrijamshedpur why ncbn neglecting west godavari  get ready for  elections if all are coming in amravati what about remaining ap  betrayed ppl of west godavari in all aspects naralokesh how you people ask votes in wg betrayal stepmotherdeve shame tpgudem airport pawankalyan","",-1.95,"negative"
"2194","musingresearchr andhrapradeshcm gunturgoap prajarajadhani xlrijamshedpur ncbn ktrtrs leave religionu should think above for sure jaitdp will sink","",-0.5,"negative"
"2195","ncbn can you please share with us the method of becoming rich similar to you ampyour family","Bangalore",2,"positive"
"2196","ncbn true sir","Tirupati",0.75,"positive"
"2197","theres noone who is so obsessed about publicity than you ncbn  narendramodi jis performance is applauded by the citizens of the nation amp the world leaders we can understand your jealousy cbn thugsofcorruption unitedindiaatbrigade thugbandhaninkolkata ","India",0.45,"positive"
"2198","economictimes naralokesh ncbn apcm had also made  promises amp he had removed his promises manifesto from his official party website chandababu is master of marketing his capabilities are seen in broad daylight by using his paid media hes trying to promote his lies as truth","India",1.55,"positive"
"2199","aamaadmiparty narendramodi amitshah arvindkejriwal mamataofficial sharadyadavmp shatrugansinha msisodia sanjayazadsln ncbn sare chor uchekke amp daku eik saath eik manch par  shouting to save india but from who do they want to save india from are they alliging to save india from the people of india to whom they beg for votes during elections","New Delhi",-0.25,"negative"
"2200","ncbn who will be next pm u have to decide before election if u have guts to do so","Nilanga, India",0.25,"positive"
"2201","in todays the so called united india rally its not about narendramodi hatavo desh bachavo the truth is modihatavoapneaapkobachavo mamataofficial shatrugansinha yadavakhilesh ncbn arvindkejriwal incindia the truth is people of ths united india is strongly behind modi ji","Chennai, India",2.1,"positive"
"2202","if there are some political  alliances in the world which against people  these are nda led by bjpmodishahand upa led by soniarahulcongressunitedindiarally unitedantinationalsatbrigade unitedindiaatbrigade mamtamanch mamataofficial ncbn","New Delhi",0.4,"positive"
"2203","bjpandhra bjpindia ncbn again spreading fake news the polavaram right and left bank canals were completed before   if the indian government of that time did not fund it are you implying that sri lanka provided the funds","",-0.45,"negative"
"2204","ncbn prajarajadhani its located in kurnooldistrict","",0,"neutral"
"2205","ncbn prajarajadhani hi sir i agree with your vision towards andhrapradesh development but gorumanukonda village bethamcherla mandal we dont have proper road till main road from last  years ago ","",2.15,"positive"
"2206","ncbn prajarajadhani naralokesh ncbn  please help us","",1,"positive"
"2207","apdharmaporatam our fight against center to protect the rights of apapwithcbn kolkata unitedindiaatbrigade andhrapradesh apwithcbn  dharmaporatam apdemandsjustice ncbn ","Vijayawada",0.5,"positive"
"2208","live press conference from kolkata with ncbn  unitedindiaatbrigade andhrapradesh tdp apwithcbn  cbnarmy dharmaporatam apdemandsjustice ","Vijayawada",0,"neutral"
"2209","apdharmaporatam apwithcbn we support ncbn in fighting with the center to safeguard the rights of telugu peoplekolkata unitedindiaatbrigade andhrapradesh apwithcbn dharmaporatam apdemandsjustice ","Vijayawada",0.55,"positive"
"2210","apdharmaporatam apwithcbn we support ncbn in fighting with the center to safeguard the rights of telugu peoplekolkata unitedindiaatbrigade andhrapradesh apwithcbn dharmaporatam apdemandsjustice ","Chittoor",0.55,"positive"
"2211","apdharmaporatam our fight against center to protect the rights of apapwithcbn kolkata unitedindiaatbrigade andhrapradesh apwithcbn  dharmaporatam apdemandsjustice ncbn ","Chittoor",0.5,"positive"
"2212","live press conference from kolkata with ncbn  unitedindiaatbrigade andhrapradesh tdp apwithcbn  cbnarmy dharmaporatam apdemandsjustice ","Chittoor",0,"neutral"
"2213","apdharmaporatam apwithcbn we support ncbn in fighting with the center to safeguard the rights of telugu peoplekolkata unitedindiaatbrigade andhrapradesh apwithcbn dharmaporatam apdemandsjustice ","Guntur",0.55,"positive"
"2214","apdharmaporatam our fight against center to protect the rights of apapwithcbn kolkata unitedindiaatbrigade andhrapradesh apwithcbn  dharmaporatam apdemandsjustice ncbn ","Guntur",0.5,"positive"
"2215","live press conference from kolkata with ncbn  unitedindiaatbrigade andhrapradesh tdp apwithcbn  cbnarmy dharmaporatam apdemandsjustice ","Guntur",0,"neutral"
"2216","mamataofficial ncbn yrdeshmukh sinhayashwant feignshourie rahulgandhi  no alliance minus congress  can over throw modi today was super flopshow of mamta lowest turnout of her  joker was arun n shatrughan in this show they deserve oscars as frustrated","India",-0.6,"negative"
"2217","tightslap the likes of arvindkejriwal incindia samajwadilive ncbn hdkumaraswamy for not getting this right yet ","",1.3,"positive"
"2218","apdharmaporatam apwithcbn we support ncbn in fighting with the center to safeguard the rights of telugu peoplekolkata unitedindiaatbrigade andhrapradesh apwithcbn dharmaporatam apdemandsjustice ","anantapur",0.55,"positive"
"2219","live press conference from kolkata with ncbn  unitedindiaatbrigade andhrapradesh tdp apwithcbn  cbnarmy dharmaporatam apdemandsjustice ","anantapur",0,"neutral"
"2220","apdharmaporatam our fight against center to protect the rights of apapwithcbn kolkata unitedindiaatbrigade andhrapradesh apwithcbn  dharmaporatam apdemandsjustice ncbn ","anantapur",0.5,"positive"
"2221","apdharmaporatam our fight against center to protect the rights of apapwithcbn kolkata unitedindiaatbrigade andhrapradesh apwithcbn  dharmaporatam apdemandsjustice ncbn ","",0.5,"positive"
"2222","apdharmaporatam apwithcbn we support ncbn in fighting with the center to safeguard the rights of telugu peoplekolkata unitedindiaatbrigade andhrapradesh apwithcbn dharmaporatam apdemandsjustice ","",0.55,"positive"
"2223","live press conference from kolkata with ncbn  unitedindiaatbrigade andhrapradesh tdp apwithcbn  cbnarmy dharmaporatam apdemandsjustice ","",0,"neutral"
"2224","saradhitweets the fight ncbn had with modi is nothing to do with ap spl st more to do with bjp keeping their options open willingness to dump tdp when better option comes also center asking too many questions on bills trust broke leave it up to you guys on who is wrong rest is history","Vizag/Phoenix",-0.0499999999999999,"negative"
"2225","pasagadaprashad ncbn  editing ith modi is nothing to do with ap spl st more to do with bjp keeping their options open willingness to dump tdp when better option comes also center asking too many questions on bills trust broke leave it up to you guys on who is wrong rest is history","Hyderabad, India",0.45,"positive"
"2226","servant ncbn how much money you got from ur master narendramodi ji till date can u give account statements that how u spent ","",0.35,"positive"
"2227","newindianxpress ncbn  publicity of ","",0.4,"positive"
"2228","ncbn arvindkejriwal united crooks","",-0.5,"negative"
"2229","ncbn looks like an irritated gang of crooks","",-1.8,"negative"
"2230","ncbn mamataofficial united against india ","",0.5,"positive"
"2231","ncbn corrupts united against india to save their families","",0,"neutral"
"2232","timesnow ncbn but we have only one ambition save india from clowns and corrupt like rahulgandhi mamataofficial arvindkejriwal yadavakhilesh and crooks like jigneshmevani hardikpatel","",0.1,"positive"
"2233","ncbn in febraury  you said namo is only one leader who can unite the country and save the nation  crores andhrites has nod head for what you said like gorrelu why  no national leader attended your gang of ","",1.05,"positive"
"2234","hddevegowda mamataofficial ncbn hdkumaraswamy yadavakhilesh pawarspeaks yadavtejashwi shatrugansinha hardikpatel who banned opposition rallies in wb whos democratic former pm sir age is catching up with you","Bangalore",-1.25,"negative"
"2235","ncbn mamataofficial narendramodi people decide the future of politicians need to wait","Hyderabad, India",-0.25,"negative"
"2236","ncbn mamataofficial narendramodi all of you will make a big fool of yourselves  mamata of all the people hardikpatel who banned opposition rallies in wb whos democratic former pm sir age is catching up with you","",-1.75,"negative"
"2237","mamataofficial derekobrienmp arvindkejriwal prafulpatel sharadyadavmp mkstalin yashwantsinha shatrugansinha yadavakhilesh incindia hdkumaraswamy ncbn hope you would accept the same if people come and pee in front of your homes ","",1.5,"positive"
"2238","cnnnews mamataofficial bjpindia amitshah narendramodi arvindkejriwal india needs to be saved from these unscrupulous and uncouth opposition such as rahulgandhi arvindkejriwal sharad yadav pawarspeaks supriyasule kanimozhidmk mkstalin mamataofficial yadavakhilesh ncbn mayawati sitaramyechury let all hindus unite amp vote for narendramodi","",-0.6,"negative"
"2239","httweets so be it as long as it ensures that corrupts incindia aitcofficial mamataofficial ncbn cpimspeak rahulgandhi yadavakhilesh arvindkejriwal mkstalin dont come to power im fine with whatever narendramodi does in this budget","",-0.75,"negative"
"2240","ncbn abba abba in three months elections time you increased pensions to get some vote percentage really superb politics","",1.5,"positive"
"2241","ncbn you tell what they did to common people ncbn if anyone raise your corruption then is it anti nation chi chi we shame of your politics","",-1.5,"negative"
"2242","shekhargupta gupta ji its not shiv ji ki barat its sonagachhi  mujara where you find crowd every night but hardly anyone rely on anyone mamataofficial ncbn yadavtejashwi yadavakhilesh arvindkejriwal shatrugansinha mubarak ho mahagathbandhan","Bangalore",0,"neutral"
"2243","unitedindiaatbrigade y such partiality on south states apdharmaporatam  wewantrailwayzoneforvizag pmoindia narendramodi bjpindia ncbn cbnarmy unitedindiarally unitedantinationalsatbrigade ncbn naralokesh andhrapradeshcm jaitdp mamataofficial  bjpindia ","Tirupathi",-0.25,"negative"
"2244","ncbn naidu first control your family wealth we are not fool to vote you we know how much money you have looted","",0.35,"positive"
"2245","ncbn modi is  business man  he is trying to show security to farmers by providing insurance who wants after death of a farmer they are looking for financial assistance for cultivation when they are in live this insurance is a business logic","Hyderabad",1.45,"positive"
"2246","ncbn mamataofficial narendramodi central government should feel the responsibility and accountability for the people of india money and welfare but it is just making show off and publicity stunt by spreading ads in tv and in media people should understand the fact before choosing bjp next time","Hyderabad",1.3,"positive"
"2247","ncbn collecting from crores of people and  giving to claim to very few and balance amount diverting to central government treasury this is all our money cg nothing is spending from their pockets","Hyderabad",0.95,"positive"
"2248","ncbn mamataofficial narendramodi all those  partys even cant manage to win  mps after this rally its the clear indication to the public all this chors formed becaz they understanded they are going to loose with huge margins by the public its all a fear game","Hyderguda, Hyderabad",0.4,"positive"
"2249","reality of current and past govtmayawatiyadavakhileshincindiancbnyearchallengevia namo app ","India",0,"neutral"
"2250","unitedindiarallyncbn said modi is publicity pm publicity bhi performance wale ki hoti hai kaam chor ki nhiteri to sarkar gayi aur tere ko pata chal jayega who is performing and who is not","India",0.8,"positive"
"2251","ncbn modi gave special package to andhra and tdp supported for that as compared with sanjeeveni  after four and half years crying on bjp now using same special package word again for  elections with alliance congress partymain culprits of division of ap","",1.05,"positive"
"2252","ncbn mamataofficial narendramodi oh cm saab apandi e silly statements come out of phobic world","Hyderabad, India",-0.75,"negative"
"2253","httweets ncbn wah wah cbn talking about publicityif you give the option of oxygen and publicityhe will choose publicity nothing makes more laughable more than thisagain for  elections with alliance congress partymain culprits of division of ap","Hyderabad, India",0.3,"positive"
"2254","attacks of muslims on hindus  in delhi sunder nagari this is ahimsa to be learnt from islam incindia  ncbn trspartyonline  ","",-0.75,"negative"
"2255","rahulgandhi  incindia  ncbn  rajnathsingh  aamaadmiparty  many people say msulims are insecure in india atrocities on muslims this is happening in capital delhi amp many parts of india large number of hindus are killed by muslims do born hindus is sin in india  ","",-2.75,"negative"
"2256","ncbn   this is horrible and to be stopped at any cost hindus of andhra pradesh to wakeup to this most dangerous threat and will finish hindus in andhra pradesh wakeup india will be safe for all till religious amitycoexistence minded hindu religion is strongprotected ","",-1.65,"negative"
"2257","ncbn  pavankalayan  trspartyonline  secularism means to respect other religion why the christainityislam attacking hindu religion with horrible conversions  is it true that all diseases cured by christainity  muslims to respect the law and should follow two child policy ","",0.35,"positive"
"2258","bjpindia  bjpandhra  rssorg ncbn   save hindu religion pushkar ghats are most important for hindus this is most dangerous india will be safe  all till religious amitycoexistence minded hindu religion is strongprotected ","",1.5,"positive"
"2259","attacks of muslims on hindus  in delhi srinivaspur colony this is ahimsa to be learnt from islam incindia  ncbn trspartyonline  ","",-0.5,"negative"
"2260","rgvzoomin ncbn  and the great ntr garu","Adoni, India",0.5,"positive"
"2261","rgvzoomin vennupotu by ncbn took support by balayyababis is ahimsa to be learnt from islam incindia  ncbn trspartyonline  ","Adoni, India",0.5,"positive"
"2262","ncbn king of rogues","India",0.1,"positive"
"2263","httweets ncbn he is a big joker and  lier backstabbing former chief minister of andhra pradesh ntr ","Bengaluru, India",-0.65,"negative"
"2264","ncbn mamataofficial wait for  elections after ye sankam puristavao chuddam  nuvvu me comedy","Bengaluru, India",0.25,"positive"
"2265","cnnnews bjpindia yadavtejashwi hiding behind the law are ncbn mamataofficial by not allowing cbi to enter their states why are they scared","",-0.5,"negative"
"2266","ajitdatta fair to conclude that ncbn is rattled need to observe whether he gets up in sleep with perspiration of modi fobia","Ahmedabad, India",0.5,"positive"
"2267","ncbn you looted ap and going to pay big  are such a dirtiest politician in india and worst dirtiest cm you are a black mole for indian democracy you backstabbing nara cbn","",-1.4,"negative"
"2268","ncbn this is your democracy","",0.4,"positive"
"2269","ncbn mamataofficial mr cbnur  elections are gng to be disasteru are going to loose badly as you lost your balance and speaking  are unethical and lost moralityfirst try to get  seats in ap  least you will be an opposition leader","",-1.9,"negative"
"2270","ncbn you are a bullshit politician where was the democracy when you tried to buy mlas in telangana mlc  are booked in vote for note scam by telugu peoplewhere is your democracy when you bought  mlas and made  of them as ministersshame on you nara cbn","",-0.6,"negative"
"2271","ncbn you dirty fellowwhat do you think of  think andhra people are fools and agree what ever you say they will teach you a very good lesson by defeating you its necessary for apagian if you are the cm next termap will cross bihar in corruptionsave ap","",0.55,"positive"
"2272","ncbn hdkumaraswamy nee bondha fruitfulsavarin favar  kaadu adi soverign power","",0,"neutral"
"2273","mamataofficial mamataofficial please do avoid inviting such a double standard persons like ncbn to this type of prestigious and land mark eventsunitedindiarally unitedindiaatbrigade","Nandyal, India",2.5,"positive"
"2274","rgvzoomin ncbn and ntr naralokesdo avoid inviting such a double standard persons like ncbn to this type of prestigious and land mark eventsunitedindiarally unitedindiaatbrigade","Hyderabad, India",1.5,"positive"
"2275","sir ncbn  with your intellectuality it is matter of one day to come with resloution to this with support of technology hope as first state of rtgs needs proper data minning to solve this and with few implications","Vellore, India",2.65,"positive"
"2276","ncbn naralokesh  sir it has been years right from childhood experiencing the darshan of lord balaji facilities developed in tirumala but the wait time in line is same we all appreciate fr measures fr it rather free milk n food","Vellore, India",2.8,"positive"
"2277","varunenvk jeewajessie paid by gvt ah ncbn naralokesh aptourism this guy says ur gvt paid for the tourists to come here  true suggestionplease bring awareness among people on how such events helps in branding and contributes to economyross bihar in corruptionsave ap","",1.3,"positive"
"2278","ivani cg nunchi incentives isthe ravatledhu ncbn credibility pina vasthunaiayna governance pyna namakam political stability untundhi cbn untewhich is important for economic growthonly cbn can save andhra pradesh ","",2.5,"positive"
"2279","ncbn mamataofficial narendramodi your are absolutely right sir","",1.05,"positive"
"2280","maheshzoomin ncbn prajarajadhani tag nara lokesh sir or ask him like these","Hyderabad ( INDIA ) ",0.75,"positive"
"2281","ncbn mamataofficial narendramodi do you cbn have time to tweets all these or anyone else","",0,"neutral"
"2282","ncbn mamataofficial narendramodi tomorrow you can also join modino doubt","",-0.5,"negative"
"2283","rgvzoomin ncbn is accused","Bhimavaram, India",-0.5,"negative"
"2284","kuch nai you guys have been gallivanting around andhra pradesh rallying opposition forces against ncbn far more likely that trs wasnt invited ","Mumbai, India",-0.5,"negative"
"2285","in summary ncbn is being far more astute than kcr ","Mumbai, India",1,"positive"
"2286","mamataofficial omarabdullah hdkumaraswamy ncbn dramsinghvi yadavakhilesh answer these qs whats your policy on economy defence taxation agriculture foreign affairs ram mandir who will be pm finance m foreign m defence m","Bharat, UK. ",-0.5,"negative"
"2287","mahathagbandhan happening in kolkatait is sooooo awesome to see the scamsters fighting for their survivalrahulgandhi arvindkejriwal hdkumaraswamy ncbn yadavakhilesh shatrugansinha mamata begumetc etcall scamsters on one stagehahaonsave ap","",-0.2,"negative"
"2288","ncbn whats the vision plan of your mahagatbandhan only remove modi naidu garu come with a visionplan for country","",0.25,"positive"
"2289","and thats why this begot is rightly better known as mr u turnpawarspeaks mamataofficial rahulgandhi ncbn shivsena asadowaisi yadavakhilesh incindia subhashchandra arvindkejriwal aamaadmiparty msisodia drkumarvishwas  stagehahaonsave ap","Maharashtra, India",1.3,"positive"
"2290","kapilsibal arvindkejriwal jairamramesh sitaramyechury ncbn prakashkaratpm ikamalhaasan sirmadam way saffron hostile in karnataka amp mp democratic elected govt pl understand like cvc same way election commissioner also forced to do let us approach president of india","",-0.75,"negative"
"2291","ncbn gunturgoap sir when people are commenting abt patel statue gujarat outskrits by spending thousand of crores by central govt amp same manner you did ur state why not make good hospitaleducation institution for poor people free of cost treatment what is difference both of you wastage ","",0.75,"positive"
"2292","indiatoday hdkumaraswamy kapilsibal sitaramyechury arvindkejriwal ncbn mamataofficial jairamramesh shashitharoor sir serious blow in karanatak  urgently need to interfere in karnataka amp support to cm kumaraswamy otherwise ditch","",-0.25,"negative"
"2293","cpimspeak sitaramyechury kapilsibal ikamalhaasan arvindkejriwal ncbn mamataofficial naveenodisha jairamramesh shashitharoor sirmadam really unfortunate that dmk filed petition in high court against  reservation for economically people which is unfair","",-1.25,"negative"
"2294","sitaramyechury arvindkejriwal mamataofficial ncbn cpimspeak sharadyadavmp yadavakhilesh sirmadam he is pm for gujarat or entire country why investors meet in gujarat why not called delhi to discuss investment elected from varanasi but investors invited in gujarat or he back to cm seat","",0,"neutral"
"2295","ncbn people who seek development definately supports you sir howeversome trs supporters are just enjoying by commenting here","Bengaluru, India",2.3,"positive"
"2296","hddevegowda mamataofficial ncbn hdkumaraswamy yadavakhilesh pawarspeaks yadavtejashwi shatrugansinha hardikpatel nation know how ur jds party opportunity placing for power and ur family power hungry who all r united today for own political survive not for nation building or democratic values wt were do drama bt nation with modi","India",1.4,"positive"
"2297","ramkris ncbn ask after  years of government formation","",-0.5,"negative"
"2298","trigrendra mamataofficial yadavakhilesh ncbn yadavtejashwi hddevegowda arvindkejriwal rahulgandhi sharadyadavmp pawarspeaks narendramodi amitshah kapilmishraind anandmahindra ianuragthakur manoharparrikar vikasbha mlkhattar manojtiwarimp kailashonline rathore sher ","Tigrana  India",0,"neutral"
"2299","mkstalin mamataofficial yadavakhilesh ncbn super anna","",0.75,"positive"
"2300","ncbn then whats these","khammam",0,"neutral"
"2301","ncbn this rascal takes the name of the great ntr this fellow is the one who backstabed ntr","Melbourne",0.4,"positive"
"2302","burgerreddy prakku ysjagan ncbn i will not support that","",0.5,"positive"
"2303","burgerreddy prakku ysjagan ncbn pawan at that time was million times better than jagan","",0.8,"positive"
"2304","cnnnews bjpindia ncbn kick bjp out  save india save democracy","",0.65,"positive"
"2305","sathish sri ncbn good caption  india save democracy","",1.65,"positive"
"2306","amarendar ncbn hope you got your pay for your lies do they pay per tweet or length of message  hi sharadyadavmp pawarspeaks narendramodi amitshah kapilmishraind anandmahindra ianuragthakur manoharparrikar vikasbha mlkhattar manojtiwarimp kailashonline rathore sher ","",-0.6,"negative"
"2307","burgerreddy prakku ysjagan ncbn you can but nothing beats this ","",0,"neutral"
"2308","saikumark ncbn fake life here you see lucky gujjus ","",0,"neutral"
"2309","burgerreddy prakku ysjagan ncbn thats because he is tall  its usual for them to reach to their level and look into eyes","",0.8,"positive"
"2310","burgerreddy prakku ysjagan ncbn as long as it pleases you","",1,"positive"
"2311","sureshr sbudhireddi ncbn unethical  they will get their lesson one day  nature will find its way","",-0.1,"negative"
"2312","ncbn gunturgoap wonderful ncbn unethical  they will get their lesson one day  nature will find its way","",0.65,"positive"
"2313","ncbn mamataofficial narendramodi  to  you are good administrator introduce advance technology work minded introduce new schemes role model to indian politics but what happened to such great personality from  sir we have less time to change yourself sir all the best sir tcoyqitsq","Jammalamadugu, India",4.35,"positive"
"2314","ncbn mamataofficial narendramodi power isnt not permanent sir it has to change based on government but ethics are very important sir especially your the senior politician in india you are the role model of upcomings sir if you behave change of state ments like this we feel politics are worstdurty","Jammalamadugu, India",1.55,"positive"
"2315","ncbn jai cbn down down bjp","Vishakhapatnam, India",0,"neutral"
"2316","ncbn great leadership","Narsipatnam, India",0.5,"positive"
"2317","yadavakhilesh incindia mamataofficial yadavtejashwi ncbn political parties save himself and combined in one plateform it is not called  dal it is called daldal ","India",0.5,"positive"
"2318","ncbn save democracy no save yourself save your corruptionyou corrupt politician","India",0.4,"positive"
"2319","ncbn betrayaldemocracyleaders who assembled at kolkata today ensured honest party workers never reach top level or rewarded equallyits all family members on stagencbn wants your sonrise farooq his sonmulayam his sonyashwant his son but speak of democracy narendramodi","Chennai, Tamil Nadu",2.3,"positive"
"2320","ncbn the entire arthur cotton barrage is a beautiful spot where many stop by to view the godavaribarrage roads need to be toppedsignboards has to be good standardall ramparts at barrage needs to be raised for peoples safety  to be lit on both sides aptourism ","Chennai, Tamil Nadu",1.9,"positive"
"2321","ncbn live in  ncbn not in s save india campaign at kolkata is utterly foolish none of the speakers spoke to pointits a repeated taperecords of ssyou were saying narendramodi as promotional pmthen what are yousalesman with no idea what he is selling","Chennai, Tamil Nadu",-0.65,"negative"
"2322","ncbn all assembled at kolkata show guts  courage to bring in fresh faces without any family backing","Chennai, Tamil Nadu",1.75,"positive"
"2323","ncbn the tourist ferry boat operations at godavari needs to be channelised bigger ferry boats needs to be arranged at least during holidays presently its madrush to enter with touts bypassing disgusting experience people were rushing for a first day cinema showaptourism","Chennai, Tamil Nadu",-1,"negative"
"2324","ncbn the day you teamed with congis swinesits a clear downfall for you ncbn particularly among educated followers pathetic","Chennai, Tamil Nadu",-0.25,"negative"
"2325","ncbn glad that you will not becoming to hyd","Hyderabad, India",0.75,"positive"
"2326","ncbn how many times you and u r son went to singapore","Hyderabad, India",0,"neutral"
"2327","meetthenewmenow balajikommuri ncbn naralokesh jaitdp andhrapradeshcm tdpbrahmam tdptrending cbnarmy bangaloretdp chennaitdpforum karnatakatdp superrr dialogue  two times annavu chudu ventruka anii adhi highlight returngiftithepaka showaptourism","Hyderabad, India",0.6,"positive"
"2328","upcoming film gangsofthugpurfeaturing mamataofficialpawarspeaks ncbn arvindkejriwalyadavakhilesh yadavtejashwi shatrugansinha and many morethughbandhan thugbandhaninkolkata ","Kolhapur",0.4,"positive"
"2329","ncbn mamataofficial narendramodi where there is cbn there is uturn ahead where there is deadend there is incindia","Hyderabad, India",0.8,"positive"
"2330","newstweets ncbn the right caption is modi ji has stopped all looting middleman ngo thru which u hav looted the country and now u think if he returns the u all r nowhere ","Ghaziabad",0.4,"positive"
"2331","newstweets ncbn  dnt wry u r going to loose ap in nxt assembly election  after that wht wil u do  ur carrier wl b finished i promise u ","Ghaziabad",0.5,"positive"
"2332","ncbn and that is you ah mrbabu   to loose ap in nxt assembly election  after that wht wil u do  ur carrier wl b finished i promise u ","Hyderabad",0.75,"positive"
"2333","ncbn comedy night with ncbn useless mahaghatbandhanhow dare you make people laugh after their dinners","",0.25,"positive"
"2334","bjpandhra bjpindia ncbn did ever modi tried to visit the biggest irrigation project polavaram in andhra pradesh modi ji will have time to visit gujarat  plus times up   plus times but wil not hav time  visit our state  crs r due from goi why central gov failed to release funds  it","Bhagya Nagaram",-0.1,"negative"
"2335","unknown srithh ncbn cbnarmy prajarajadhani jaitdp andhrapradeshcm good post all r valid questions  ysrcp n trs must answer people of andhra","Bhagya Nagaram",0.25,"positive"
"2336","first mahagathbandhan will decide who will be their prime minister candidate then only we can decide whom to vote who will be pm  mamta mayawati yadavakhilesh  yadavtejashwi arvindkejriwal or ncbn  i think mayawati look to best sorry mamta is better ladies first ","Dubai",1.15,"positive"
"2337","vipin zainabsikander mamataofficial yadavakhilesh laluprasadrjd bspindia ncbn hmm mata robbed the poor akhilesh stole tiles laalu stole fodder for cows ncbn built up an empire aiming he was building a new capital amp less said about zero the better ","Bangalore",-0.6,"negative"
"2338","ncbn sirwe are with you","",0,"neutral"
"2339","ncbn if there is no democracy in the system you wouldnt be able to braodcast it life as youre quoted to media friends","",0.4,"positive"
"2340","ncbn who has to bell the cat","Tirupati, India",0,"neutral"
"2341","ncbn mamataofficial narendramodi public opinion on you ","Hyderabad, India",0,"neutral"
"2342","priyapyadav rsprasad who is nitishkumar why was shatrugansinha from bjpindia there why arun shourie or yashwantsinha or ncbn there isnt shivsena speaking the same language or even apnadal in politics there are no permanent friends or foes who knows better than narendramodi","<U+0935><U+0930><U+094D><U+0938><U+094B><U+0935><U+093E>, <U+092E><U+0941><U+0902><U+092C><U+0908>",0.55,"positive"
"2343","unlike ncbn ysjagan hasnt took part in the successful unitedindiarally held today under the leadership of mamataofficial this made  ysrcparty stand crystal clear in their support  narendramodi thus betraying people of ap ysrcpexposedagain unitedindiaatbrigade","Bengaluru, India",1.85,"positive"
"2344","unitedindiaatbrigade y such partiality on south states apdharmaporatam  wewantrailwayzoneforvizag pmoindia narendramodi bjpindia ncbn cbnarmy unitedindiarally unitedantinationalsatbrigade ncbn naralokesh andhrapradeshcm jaitdp mamataofficial  bjpindia ","Hyderabad, India",-0.25,"negative"
"2345","derek o berine mp and dinesh trivedi mp received at airport ncbn warm welcome chandrababunaidu andhrapradesh ncbn naralokesh jaitdp andhrapradeshcm mamataofficial westbengalpmc ","Hyderabad, India",1.6,"positive"
"2346","ncbn proud to be as cbn fan","Banaganapalle",0.75,"positive"
"2347","jaitdp ncbn woww really super","Banaganapalle",0.75,"positive"
"2348","ncbn mamataofficial leadersonly laudus can be seen on that stage with the biggest laudu and his fraud momma missing","Studio",-1.25,"negative"
"2349","hddevegowda mamataofficial ncbn hdkumaraswamy yadavakhilesh pawarspeaks yadavtejashwi shatrugansinha hardikpatel thugsofhindustansomeone said he will quit india if modi came to power in sunnewstamil thanthitv ndtv zeenews bbctamil aajtak bsindia etnowlive deccanherald timesnow deccanchronicle httweets dna mumbaimirror",".",-0.6,"negative"
"2350","ncbn mamataofficial narendramodi super","",0.75,"positive"
"2351","ncbn mamataofficial narendramodi this has to be established","",0.4,"positive"
"2352","ncbn you didnt trained sharad yadav enough","",-0.25,"negative"
