"","tweets","location","Score","Sentiment"
"937","i really appreciate trs support to ys jagan for upcoming ap elections the way we felt in ts abt ncbn n ap ppl shud also feel same abt trs and vote for janasenaparty instead of jagan chandrababunaidu hope they will vote for pawankalyan ktrmeetsdongajagan","",1.9,"positive"
"938","ktrtrs i really appreciate ur support to ys jagan for upcoming ap elections the way we felt in ts abt ncbn n ap ppl also shud feel same abt trs and vote for ncbn or janasenaparty instead of jagan hope they will vote for pawankalyan ktrmeetsdongajagan","Hyderabad, India",1.9,"positive"
"939","            who will become cm if ycp wins and jagan goes to jailycp strong second level leaders listsorry if i miss any onetaruns ysrcparty janasenaparty jaitdp andhrapradesh electionsladieswomen in their own family think abt these ppl","Hyderabad, India",1.4,"positive"
"940","chandupspkfan janasenaparty pawankalyan love you chitti talli","Hyderabad, India",0.75,"positive"
"941"," forget about solving the traffic issues it added additional traffic as it narrowed the actual roadhardly very few vehicles are using such a long flyover tsmaudonline and ktrtrs should be blamed for this useless construction and wasting the public moneyjanasenaparty","Hyderabad, India",-1.3,"negative"
"942","ktrtrs congrats and all the best ktrtrs  until we can project ncbn   ap leaders and people as telangana drohulu and dongalumanaki tiruguledu babai we will be in power till the last breath tvtelugu sakshihdtv trspartyonline jaitdp janasenaparty ysrcpdmo ysrcparty","",1.5,"positive"
"943","estrelladepoder pakalyanfan jspshatagniteam janasenaparty page lo hd link isthadu fb lo untayi u can check it","Cuddapah, India",0,"neutral"
"944","pkfangirl pawankalyan janasenaparty and one small correction he is not jus thinking of  elections at all","Cuddapah, India",-0.25,"negative"
"945","tvtelugu janasenaparty pawankalyan dont bother about this fake tagline","Horsley Hills, India",-1.5,"negative"
"946","pspkholic pawankalyan janasenaparty vote for glassplz plz","",0,"neutral"
"947","pawankalyan janasenaparty need to answer them strongly that you are going to contest in all assembly amp lok sabha seats independently without any alliance ","Hyderabad, India",0.85,"positive"
"948","f fun for ysrcparty amp trspartyonline while jaitdp amp janasenaparty janasainiks showing their frustation  federalfront","Visakhapatnam,India",0.75,"positive"
"949","chandupspkfan janasenaparty pawankalyan goosebumps moments","Hyderabad, mumbai India",0,"neutral"
"950","prathivaru pawankalyan gariki chepevare  active ga undu anna  festive mode iepoiendhi ani  every second he is thinking about janasenaparty and  elections plan please soldiers dont tweet these kind of childish tweets and dont give stuff to antiesrcparty","India",2,"positive"
"952","leader  pawankalyan janasenaparty  people only you are the hope for andhrapradesh pawankalyan janasenaparty janasena janasenaporatayatra","Patna, India",0.75,"positive"
"953","plss help him sirurstrulymahesh nameisnani tarak ranadaggubati lakshmimanchu ncbn tvtelugu ysjagan janasenaparty ","amalapuram",0,"neutral"
"954","teluguchegu pawankalyan is very clear on everything and single gane veldham and kcr cheppindu support ichindu ani ithe ap people vote veyyaru ga janasenaparty will win and win or loose contesting as a single is the bestpawankalyanheroisminpolitics","Abu Dhabi, United Arab Emirates",1.25,"positive"
"956","pawanindra janasenaparty niceeeeeee babaii "," India",0,"neutral"
"957","this how the leader should inspire janasenaparty ","Hyderabad/Vijaywada",1.25,"positive"
"958"," janasenaparty jspshatagniteam please listen this mobile apppawankalyan pawanlsm janasenaparty pawankalyan janasena ","Hyderabad",1,"positive"
"959","janasenaparty pawankalyan please let people know how our assembly runs every day blaming on tdp and they blame on ys jagan  expense on peoples money and discussing in media","Dallas",0.1,"positive"
"960","vinaybhascar janasenaparty sridharaddepal ohhhhu miss understood my tweetpls read it properly and understanddont jump to conclusions","bangalore",1,"positive"
"961","janasenaparty sridharaddepal sirhow u people can form govtexcept  district majority of the constituency dont have leaders for janasenahow u can achieve it","bangalore",1.25,"positive"
"962"," perfect analysis by mrsravan who worked for loksatta in  electionsjanasenaparty pasagadaprashad cultbujjipspk tylerdurden prakasharige thenewsof politicalsena besrisri teluguchegu legendceleb avndec pawankalyan adwaitologyty","Nellore",1,"positive"
"963","imbapug ibhagathsingh janasenaparty besrisri sathagni thenewsof politicalsena shantisingaluri urssantoshraj harinani teluguchegu janasenayuvatha andhraspeaks thanks for sharing","Nellore",0.6,"positive"
"964","uttarandhranow ncbn pawankalyan not required cpimap and cpiap will see that janasenaparty  commit political suicide by bringing it closer to jaitdp and   incandhra  congress and tdp leaders already joined jsp and they with commies will see that pawankalyan  commits harakiri people of ap will be duped","VISAKHAPATNAM",-1.45,"negative"
"965","kkcube pawankalyan janasenaparty not to respond to those who dont know about the difference between alliance and national rdfront","Kuwait, India",0,"neutral"
"966","if you really want to see change in the society vote for glass or else never complain in your life time voteforglasstumbler voteforglass pawankalyan janasenaparty jspshatagniteam ","Yanam, India",-0.75,"negative"
"967","pawankalyan janasenaparty  lo def ga tdp govt form cheyadhu sit seems ycp vl form govt by its ownmy feeling but pk is d one who changed d scenario aftr march  union budget pettadam manaki chippa ivadam media ss ki hype ivvadam pk jfc pettadam cbn within shrt span matalu marchadam","",-0.25,"negative"
"968","voddu janasenaparty pawankalyan a emojis nve uhinchuko anna ","",0,"neutral"
"969","kiratakudu slyignorant janasenaparty actually he has collected lot of funds for katrinaprobably bro anil kosam tokkesaro leka vere ediana issue undhob that he was dignified","MBNR,TS/United States",0.5,"positive"
"970","pentapatipullar janasenaparty plz write article on trs n yscp joing hands analysis","",0,"neutral"
"971","kiratakudu slyignorant janasenaparty evengalists are a thing in us kada now wonder he would have gone to bill o reilly show","",0,"neutral"
"972","janasenaparty article in andhra prabha dated january  th  on  reservations for the poor in upper castes ","India",-0.5,"negative"
"973","pmoindia   janasenaparty if govtencourages andhraampindian farmers grow expensive japanese riceindian farmers wl get  times price what they get now for ricebut to do such thingsu need smart prime ministersampchief ministers japaneserice ","India",1.15,"positive"
"974","adithyapatelr pawankalyan janasenaparty adithya if only all other js supporters think like you trs support to jagan is immaterial to js prospects  they need not support jagan but if they work hard on ground there is really good chance in future","Hyderabad, India",3.15,"positive"
"975","adithyapatelr pawankalyan janasenaparty that is what i am saying he should do","Hyderabad, India",0,"neutral"
"976","     pawan right time is this  via youtube pawankalyan janasenaparty shantisingaluri  kalyan sir u have to watch this completely","Hyderabad",1.45,"positive"
"977","travelling from tirupathi to hyd  all the ap tolll booths are collecting toll fee but ts boots are giving free way y ap govt cant walk the talk jus giving paper statements and poor implementation ncbn naralokesh jaitdp ysrcparty janasenaparty","Panjagutta",-0.55,"negative"
"978","pcshekar ncbn naralokesh jaitdp ysrcparty janasenaparty but nw dey r not collecting bro","Panjagutta",0,"neutral"
"979","harishreddym kiratakudu janasenaparty plausible","",0.8,"positive"
"980","kiratakudu janasenaparty k a paul could be a disruptive force on twitter for trolling if he can use lies and hyperboles on telugu news channels about his exploits in the us he can definitely do the same in us tv k a paul has a very attractive personality and is an effective communicator","",-1.8,"negative"
"981","kiratakudu k a paul is the gift that keeps on giving an obscurantist like him is a perfect antidote to janasainiksit will be interesting to see how hell disrupt janasenaparty path to legislative assembly","",2.2,"positive"
"982","kcr is not cbn he will never project himself as key player in ap politics this yellow media barking may be few days but on the ground its still ysrcp fight only way cbn benifits if janasena concentrate more on this alliance than tdp janasenaparty","los angeles",-0.6,"negative"
"983","sampathkp adithyapatelr pawankalyan janasenaparty ignore them"," India",-0.75,"negative"
"984","endhukureturns pawankalyan janasenaparty agree i want him to be aggressive while responding towards such topics"," India",-0.5,"negative"
"985","sir once watch n please show this to pawankalyanccjspshatagniteam janasenaparty shantisingaluri bolisettisatya pawankalyan ","Twitter",1.25,"positive"
"986","alluarjun nareshgowdapspk janasena flag over therejanasenaparty arty shantisingaluri bolisettisatya pawankalyan ","Mittahalli, Karnataka",0,"neutral"
"987","yearchallenge year challengepawankalyanjanasenaparty teampspkblr pawankalyanfantrendpspk   ","Mittahalli, Karnataka",0,"neutral"
"988","ktrtrs  and ysrcparty ysjagan   gave good opportunity to janasenaparty  pawankalyan  is going to come with stunning strategy  just wait  days","Bengaluru South, India",1.75,"positive"
"989","wamsyarya pawankalyan janasenaparty jaitdp ysrcparty ysjagan ncbn mee too expecting the same thing from last  monthsycp jsp tdp","Andhra Pradesh, India",0,"neutral"
"990","telanganaindia chilllbruh pachamediamogud trspartyonline janasenaparty ysrcparty jsp will not support tdp in upcoming electionsee election tdpycp ki lifedeath matternot for uspawan cheppadu ga inka  yrs politics lo vunta ani thats enoughkani maa vallaki patience thakkuva lo cpicpmjsp idi confirm","Andhra Pradesh, India",1.4,"positive"
"991","varunc pawankalyan janasenaparty ysjagan i think padayatra completedthen how will ur paytm bachas surviveinni rojulu bekhar ga roads meeda nadichadu vadike chepthunam bhago anipawan cheppadu ga inka  yrs politics lo vunta ani thats enoughkani maa vallaki patience thakkuva lo cpicpmjsp idi confirm","Andhra Pradesh, India",0.5,"positive"
"992","ktrtrs hi sir it looks like u r supporting jagan it would be great if you support pawankalyan janasenaparty you know very well about these both people please meet pk once you will be amazedmy humble request please dont support jagan","India",4.9,"positive"
"993","adithyapatelr sampathkp pawankalyan janasenaparty  trs fans are still confused on why jsp supporters are frusturated on jagan they may hate tdp but they know jagan is disaster for apwhy blame jsp even trs kavita once said she would be afraid to put jagan in telangana jail as he may rob the jail also confirm","",-3.15,"negative"
"994","infact its a game changer so we janasenaparty should work to attract and make those  swing voters to look up at our party then as they wont get tempted for rich parties freebies like beer biriyani bucks so jspmissionpc is what we should work hard for nn","",1.8,"positive"
"995","eenadulivenews alage same to same tdp congress tho alliancevellaki gattiga counter ivvaliletz vote for accountability politicsjai janasenaparty jai hind","",0.8,"positive"
"996","janasenaparty conform","<U+092D><U+093E><U+0930><U+0924>",0,"neutral"
"997"," check it janasenaparty pawankalyan jspshatagniteam jspveeramahila janasenabsu","",0,"neutral"
"998","its right time for pawankalyan and janasenapartyshare the below video share please  legendcelebashokdammu sridharaddepalsrivijayanagesh chandupspkfanshatagnipoint","<U+092D><U+093E><U+0930><U+0924>",2.3,"positive"
"999","sampathkp adithyapatelr pawankalyan janasenaparty jsp doesnt spare opportunistic politics so were reacting you are addicted to old convenient politics so you are not able to invite change hope you realise it soon and say no for convenient politics","",0.65,"positive"
"1000","sampathkp adithyapatelr pawankalyan janasenaparty will break and will not spare opportunistic politics jai janasenad to old convenient politics so you are not able to invite change hope you realise it soon and say no for convenient politics","Hyderabad, India",0.9,"positive"
"1001","the path to glory need not be a long one its enough if it is well fought and honest one more power to dear pawankalyan and janasenaparty  i believe you guys will break the shackles of traditional politics ","Toronto, Ontario",2.9,"positive"
"1002","sampathkp pawankalyan janasenaparty js will surprass all out expections even if it doesnt pk has enough strength to fight all alone anna","Toronto, Ontario",-0.85,"negative"
"1003","pawankalyan conflict amp confuse statement on cbn over sympathy in tenali if you support again tdp you will smash in  janasenaparty","India",-1.75,"negative"
"1004","pawankalyan janasenaparty ap life is in soup if trs join hands with ysrcp for the sake of telangana kcr amp for personal growth jagan both spoilsport ap life like what cbn tdp did in these four years in the last four years no growth amp another term if that combo came to power","India",1.25,"positive"
"1005","pawankalyan kcr federal front join hands with jagan is making fools of ap better realise the fact amp decide vote in  even tdp is also not acceptable janasenaparty","India",1.05,"positive"
"1006","ktrtrs trspartyonlineyou are going to face a huge competition from janasenaparty in up coming mp elections where you might loose majority seats as jsp is going to contest in elections for the first time ","",-0.25,"negative"
"1007","thenoneu ncbn naralokesh jaitdp ysrcparty janasenaparty last  days telangana also collected bro","INDIA , HYDERABAD",0,"neutral"
"1008","pawankalyan janasenaparty  join with ka paul both has same ideologydefinitely andhra has jobs and development","",0.25,"positive"
"1009","ktrmeetsysjagan ktrtrs ysjagan janasenaparty pawankalyan trspartyonline cbncm ysrcparty andhrapradeshcm bjpandhra incandhra timesofindia tvtelugu rgvzoomin iamsaidharamtej abntelugutv is this good to ysrcp party","",0.75,"positive"
"1010","ncbn  ktrtrs  what do you say  just asking rgvzoomin  pawankalyan  ysrcparty  jaitdp  trspartyonline  janasenaparty ","Vishakapatnam",0,"neutral"
"1011","pspkholic pawankalyan janasenaparty adjust bro","Nellore",0,"neutral"
"1012","exactly my opinion kcr got lot of supporters in telangana but lot of haters in apsomeone missed this simple logiccongress also missed this simple logic by aligning with tdp during telangana elections and lost badlygood for janasenaparty ","Hindupur, India",-0.95,"negative"
"1013","pawankalyan janasenaparty arey lafoot ga you want telangana leaders and andhra leaders to fight  kcr and jagan chandrababu intlo bathrooms clean cheyse binaami edhaava tdp congress kalusthe tappu ledu jagan kcr kalusthe tappa ra howley ga","Bengaluru, India",0.25,"positive"
"1014","pawankalyan janasenaparty pawan kalyans talk touched my heart my soul said that if there are youth like pawan kalyan the telugu spirit can never die telangana and seemandhra can both prosper under someone like himprime ministernarendra modiabout pawan kalyan","Bangalore",1.8,"positive"
"1015","ktrtrs ysjagan pawankalyan janasenaparty ktr sirreally shocked with your move and very upsetwe dont know what understanding you guys have but  thingin future leader who is honest in his work towards society mrpawan kalyan will work more harder to achieve his goal","Bangalore",2.75,"positive"
"1016","looks like janasenaparty cader on twitter competiting with yellows to criticise jagan reagarding his meeting with ktr and where as both chaiglass and yellows say we are for telugus and telugu prajalu but when tg leader meet jagan they have problem","",0,"neutral"
"1017","bjpandhra announced manifestocommitteeklnbjp purandeswaribjp iyrkrao ysrcparty jaitdp trspartyonline janasenaparty incandhra ncbn pawankalyan ysjagan ktrtrs ","Hyderabad, India",0,"neutral"
"1018","ncbn hikes oldage pension from rsk to rs k before general elections jaitdp ysrcparty janasenaparty ","Hyderabad, India",0.4,"positive"
"1019","the points which sai garu covered will be helpful for our party please consider this jspshatagniteam janasenaparty pawankalyan drsandeepjsp janasenabsu      pawan right time is this  via youtube","Andhra Pradesh, India",2.55,"positive"
"1020","ktrtrs you are loosing your credibility in telangana and fans in andhrapradesh beware of your actions you are most loved politician of our neighbours statepawankalyan janasenaparty ursyathi","Hyderabad ",1.6,"positive"
"1021","get ready for a big bigger and biggest return gift in forth coming mp elections from janasenaparty jspfornewagepoliticsjspforspecialstatusjaganbendsbeforetrs ","Hyderabad, India",1.55,"positive"
"1022","adwaitology pawankalyan nadendlamanohar jspshatagniteam janasenaparty pawankalyan garu ika elections ki  months unay sir asalu floor leaders kuda teliyani situation we must focus from ground level politics so we will come to know about how people will respond a small suggestion from use jail also confirm","Nellore, India",0.45,"positive"
"1023"," if possible support janasenaparty or else be neutralktr garu mee meeda maku unna daring dynamic honest transparent and propeople politician aney mudra nu faith nu teesesukokandi ilaanti chetta politics chesi please dont support jagan","",3.25,"positive"
"1024","ktrtrs trspartyonline if todays meet with ysjagan is purely for federal front then also do meetings with jaitdp  cpimspeak cpm janasenaparty too that too very shortly then we people trust todays meet how do u establish federal front without unity in regional pties","",1.1,"positive"
"1025","adwaitology it is heard that he is going through hemorrhoids after extensive walkjanasenaparty","",-0.5,"negative"
"1026","mgvarma trendpspk pasagadaprashad janasenaparty pawankalyan teluguchegu naveenk srinuindian vivekjanasena nkothuluri thanks bro happy bhogi ","India",1.35,"positive"
"1027","need more people like abhinav ilaa constructively criticize vaallu avasaram what this guy said is true bhajana valla upayogam ledu  nadendlamanohar pawankalyan janasenaparty jspshatagniteam ","India",0,"neutral"
"1029","dear janasainksas our leader said keep focus on our manifesto and good thingswhatever it happens by the end its going to help usjust wait and watchbecause others are lusting for power not for people problemsonly janasenaparty will get changealready silent war started","",1.35,"positive"
"1030","inner feeling of rg whether i should believe babu or notinner feeling of namo whether i should believe kcrampjailgun or notinner feeling telugu people how to eradicate opportunistic politicians with alternatives chilllbruh janasenaparty pawankalyan tylerdurden","",-0.75,"negative"
"1031","whats ur opinion brothers teluguchegu chilllbruh tylerdurden janasenaparty tvtelugu janasenaaparty legendceleb jspveeramahila drsandeepjsp","",0,"neutral"
"1032","chilllbruh abntelugutv shantisingaluri teluguchegu janasenaparty drsandeepjsp please look at above issue","",1,"positive"
"1033","endhukureturns pawankalyan janasenaparty by the way it looks as of now hes going to help tdp one thing hes placed for sure is to not get ysjagan into power which indirectly means hes kattappa for cbns mahishmathi","hyderabad <U+0001F504> Chennai",0,"neutral"
"1034","janasenaparty pavan kalyan garu  why cant you discuss with  ysjagan about ap politics for   why cant you merge with ysrcparty it is good for ap politics ysrcparty janasenaparty can do better than tdp","Armur, India",1.55,"positive"
"1035","janasenaparty pawankalyan best of luck but your probability is one digit","Warangal-Hamamkonda, India",1.25,"positive"
"1036","politicalsena janasenaparty need to proceed legally to give a strong replyas all the bafoons are making their preparations to defame jsp amp pawan kalyan garujai janasenajai hind","Vijayawada, India",0.8,"positive"
"1037","proud to be a follower of most dynamic and gutsy leader pawankalyanwe will be with u anna in any situationjanasenapartyjspshatagniteamnoalliance ","Vijayawada, India",2.3,"positive"
"1038","janasenaparty pawankalyan paapam gorrelu velli kasaayi vaadini only trust chesinattundifans too crazy foolishness behind pkandpichukala front brahmastram form la same to same alaney undi p k amp co mega families politricks dramatic tricksall the best e jail also confirm","Visakhapatnam ",-1.05,"negative"
"1039","janasenaparty one more kharma kharma event fansonly trust chesinattundifans too crazy foolishness behind pkandpichukala front brahmastram form la same to same alaney undi p k amp co mega families politricks dramatic tricksall the best e jail also confirm","Visakhapatnam ",-1.05,"negative"
"1040","thupuk pawankalyan janasenaparty ","Hyderabad, India",0,"neutral"
"1041","janasenaparty pawankalyan tvtelugu super","",0.75,"positive"
"1042","laxron ktrtrs ysjagan jaitdp janasenaparty umasudhir well said","",0.8,"positive"
"1043","its my personal feeling today trspartyonline ktrtrs did a big mistake what jaitdp done with incindia  so our janasainikas need not bother about the alliance with ysjagan  hope for the best and sure janasenaparty pawankalyan will win in  ktrmeetsysjagan","hyder",0.5,"positive"
"1044","asaltafhassen sreenununna ktrtrs ysjagan pawankalyan jspshatagniteam janasenaparty thats the pointr janasainikas need not bother about the alliance with ysjagan  hope for the best and sure janasenaparty pawankalyan will win in  ktrmeetsysjagan","Bhopal, India",0.75,"positive"
"1045","nadendlamanohar sir  no clarity in answers   no confidence in words of pawankalyan very disaster interview please advise him to correct his mistakes in next interviewjanasenaparty teluguchegu  ","",2.4,"positive"
"1046","is it worst movement for trspartyonline alliance with ysjagan in apts final days for both parties in ap we want clean politics it is only possible by pawankalyan janasenaparty voteforglass","",0.25,"positive"
"1047","yajivydder pawankalyan janasenaparty guys  o clock d australian debate betwn  kaushalmanda n bogineni will b telecast in telugu filmnagar channel in youtube get ready fr positive comments again we should rule therekaushalarmy kaushalvsbabu kaushal naveenguptaabella jaqenhghar bananaababa","Hyderabad, India",1.55,"positive"
"1049","yadavvprabhakar trspartyonline ktrtrs ysrcparty ysjagan its about janasenaparty  pawankalyan is upcoming cm amppm of india","INDIA",0.4,"positive"
"1050","jahnavireddy ysjagan ktroffice hello he is criminal ysjagan  is criminal see below pic janasenaparty pawankalyan  sacrificed his celebrity status he is right one for cm amppm ","INDIA",-0.35,"negative"
"1051","yadavvprabhakar trspartyonline ktrtrs ysrcparty ysjagan janasenaparty pawankalyan exactly","INDIA",0,"neutral"
"1052","trspartyonline ktrtrs ysrcparty ysjagan dont try ktrtrs  trspartyonline upcoming cm amppm is janasenaparty pawankalyan we will go ahead with this strategy aa stylish super star","INDIA",3.35,"positive"
"1053","asaltafhassen urssudarsan ktrtrs ysjagan pawankalyan jspshatagniteam janasenaparty ktr used pawankalyan card in hyderabad campaigning so we voted him otherwise we wouldnt have pstcomrszwqun","",-0.25,"negative"
"1054","megaabhimani jspshatagniteam sridharaddepal janasenaparty trendpspk nadendlamanohar bolisettisatya jai power     jai hindvoted him otherwise we wouldnt have pstcomrszwqun","Ponnur, India",0,"neutral"
"1055","anna style nee veru janasenaparty pawankalyan ","Nellore, India",0,"neutral"
"1056","request to pawan annapls arrange pressmeet as soon as possible explain what will happen when ycp won in ap what trs will do for ap janasenaparty pawankalyan","Nellore, India",0.5,"positive"
"1057","janasenaparty pawankalyan tvtelugu please clear rumours on alliance with tdpare you really up for alliance with tdp","Bangalore,India",1.5,"positive"
"1058","pranayinturi pspkholic pawankalyan janasenaparty teachers mlc from east and west good candidate jsp loki vaste damn sure winning seat","",1,"positive"
"1059","janasenaparty pawankalyan jspshatagniteam  leader ki strong voice undali u have that kani aa voice prathi okkariki vinabadali oka meeting pettu amaravathi daggara nee cadre ppl tho national media coverage tho state lo jaruguthunna opportunistic politics gurinchi","",0.35,"positive"
"1060","when i m watching ntr kathanayakudund part in nd half political entry just had a thought about pawankalyan situation as a single man coming into politics at an age of s jaijanasena janasenaparty teluguchegu he is the man for this generation","India",0.4,"positive"
"1061","endhukureturns pawankalyan janasenaparty how many times he has to clarify any how voters should understand politics and decide to whom they have to support jaijanasena","India",1.3,"positive"
"1062","endhukureturns janasenaparty can kcr influence ap elections  its a big minus  js stands high by thia","Bengaluru , India",0.25,"positive"
"1063","reddybharath janasenaparty pawankalyan tvtelugu you should compare it with the views of other politicians","Bengaluru , India",0,"neutral"
"1064","endhukureturns pawankalyan janasenaparty maybe you r not following pk he already did it with a video message","Bengaluru , India",0,"neutral"
"1065","ishivanagendra ysrcparty posimsetty janasenaparty pawankalyan jaitdp is it  wait for few months u will take back ur words","Bengaluru , India",-0.25,"negative"
"1066","pawankalyan janasenaparty we love pawan kalyan when it comes to the special status we dont like","Bengaluru India",2.05,"positive"
"1067","appolice ncbn pawankalyan janasenaparty  constitutionchirala issue traffic police grabbed keys of friends on going bike and said  drunkscolded amp behavd like mad doghe doesnt drink people r fearng of police is this kind of proceedings v expect from civil servants","Chennai, India",1.2,"positive"
"1068","i do not understand why pawankalyan who is a tweet away cannot condemn publicly through a tweet that he is not allying with tdp it shuts down the whole yellow medias trials to damage janasenaparty  come on pk these few months are so critical","",-2.1,"negative"
"1069","rest of the seats are purely bonus to pawan kalyan the real fight begins when he announces the candidates it is the make or break situation for janasenaparty   ","",0.1,"positive"
"1070","amdemure rampkfannnn pawankalyan janasenaparty that is true too last  days lo chaala jarugudhi","",0.5,"positive"
"1071","rampkfannnn pawankalyan janasenaparty clairfy cheyyali bro this is not a time for egos in such issues ee critical time lo media can influence a lot of percentage of votes through their fake propoganda do not forget how chiru lost  vote share in last  days","",-2.1,"negative"
"1072","so it is going to be official tomorrow trs will support ysrcp huge plus to jagan this will put pawan kalyan far behind in the race of  elections i really hoped janasenaparty would get kcr backing alas","",0.1,"positive"
"1073","callmeharsh pawankalyan janasenaparty yeah fb and twitter lo thanu vese prathi post reach mamuluga undadhu  it will reach by screenshots into whatsapp and will reach the neutral people too","",0,"neutral"
"1074","imcckr pawankalyan janasenaparty pk account is more powerful than jsp official page bro i am just asking for a  words tweet imagine how powerful his message could go","",0.75,"positive"
"1075","alwayspkfan janasenaparty choosanu but it is purely my opinion about the huge support jsp would have got if kcr supported kcr can rip off cbn","",1.1,"positive"
"1076","naveenguptaa pawankalyan janasenaparty criticize chesthe alaane stuck aipovala bro i criticized tdp in  but voted in  it is about how the political leads are evolving with their decisions that make me decide whom to vote","",-1.35,"negative"
"1077","rampkfannnn pawankalyan janasenaparty exactly my point bro let us not be damaged at this crucial time anedhe na concern","",-1.2,"negative"
"1078","justcinema janasenaparty good point","",0.75,"positive"
"1079","amdemure rampkfannnn pawankalyan janasenaparty dude elections ante you should get votes from neutral voters too fans okkale esukunte prp kanna daarunanga untadhi and neutral voters get influenced by media easily thats why media is called as powerful in that case giving clarity in right channels is utmost important","",4.05,"positive"
"1080","rampkfannnn pawankalyan janasenaparty my point there is nothing to lose when you give m ore clarity on your stand nobody can deny if the clarity is given in black or white","",-0.35,"negative"
"1081","imcckr pawankalyan janasenaparty anukunna someone will send this video link bro in these times its about condemning things in as effective way as possible twee and fb lo post pette reach is another level now he shouldnt make the mistakes what chiru done in  all is what i want him to do","",0.7,"positive"
"1082","naveenguptaa pawankalyan janasenaparty video clear ga choodu that was not his tone of supporting cbn he said politics chaala fast ga change avuthai jagan ni thittina kcr ippudu looking for alliance by attacking cbn  so i am fed up with such politics","",0.75,"positive"
"1083","dhineshjss rampkfannnn pawankalyan janasenaparty idheeee i clearly told he is a tweet away one tweet will make a difference and now you are blowing out of proportion","",0.5,"positive"
"1084","naveenguptaa srujantoxic pawankalyan janasenaparty you should also see his latest interview  speaking about jagan his question was i know jagans cases are not proved yet but my question how can one earn so much of assets in a span of  years if its legitimate ideally his people should also earn well but not in his case","",2.7,"positive"
"1085","alwayspkfan sambireddy janasenaparty inka alaane anukoni santoshapadali nenu but its just my strong feeling trs backing would have made a plus to pk","",0.75,"positive"
"1086","janasenaparty pawankalyan tvtelugu movie interview r promotions m viewspolitical interview  not even k viewsif pk fans neglect pk who else will follow hroved yet but my question how can one earn so much of assets in a span of  years if its legitimate ideally his people should also earn well but not in his case","Chandi,Medak",2.55,"positive"
"1087","endhukureturns rampkfannnn pawankalyan janasenaparty neutral voters last moment varaku anni observe chestaru ippudu pk cheppagane jsp vote ani decide kaaru as u said last  days  vote share lost by prp so we have nearly days time tdp trap idhi paiki jsp pressure lo unattu anipistadi opika undali relax n follow pkase","Orugallu",-1.25,"negative"
"1088","laxron ktrtrs ysjagan jaitdp janasenaparty umasudhir this combination itself is a big question so answers will follow unasked worry not","Hyderabad",-0.5,"negative"
"1090","endhukureturns pawankalyan janasenaparty i understood ur point broif there is no clarification from pk media will inject negative vibes into the neutralseven pk clarify cheysina same day  media alliances  propaganda started  but media already working against usclarification wont work out","Vijayawada",-0.2,"negative"
"1091","endhukureturns rampkfannnn pawankalyan janasenaparty you want him to tweet every day ","Bengaluru, India",0,"neutral"
"1092","janasenaparty pawankalyan superb","",1,"positive"
"1093","ktrtrs ysjagan yeah these two masterly energetic leaders ysjagan amp ktr execute clearly amp transparently whatever they may execute we better have to worry about jaitdp  janasenaparty moves amp have to question what their status upto umasudhir","Hyderabad, India",1.3,"positive"
"1094","telangana hyderabad is an richest of rich state why do they need specialstatus  if in andhrapradesh ysrcp wins then a big trouble for my tamilnadu isnt urs  aiadmkofficial dmk kanimozhidmk is india ppl wants another modi kcr both r same vote to janasenaparty","Some Where In Earth",0.75,"positive"
"1095","ramakri ktrtrs ysjagan trspartyonline janasenaparty hehehehhhu didnt understand my cmnt very well","Hyderabad, India",0.8,"positive"
"1096","ktrtrs ysjagan thank you trspartyonline for strengthening the janasenaparty by collaborating with the ysjagan","Hyderabad, India",1,"positive"
"1097","ishivanagendra vyaspyk ktrtrs ysjagan pawankalyan janasenaparty no bro they will get  mlas with zero mps","Hyderabad, Andhra Pradesh",0,"neutral"
"1098","costly mistake by ysjagan  pawankalyan amp ncbn side nundi andhra sentiment ragilithe same kcr stratergy ni implement cheste enti situation  janasenaparty ki gatti advantage eh idhi coastalandhra lo royal seema elago li  use it pawankalyan wisely   wont work out","CasteCapital",0.25,"positive"
"1099","ishivanagendra ktrtrs ysjagan janasenaparty be in a position of ap people you will understand how backwards we are pushing by politicians now with somekind of political interests supporting this kind of trash politicians just makes us more back but not beneficial to people are politicians working for their benefits","manila, philippines",2.6,"positive"
"1100","telanganaindia chilllbruh pachamediamogud trspartyonline janasenaparty ysrcparty kcr might join hands with curropt jagan but not pk dear pk is clear in his strategies we know how to go ahead","",2.05,"positive"
"1101","maheshjsp commonman tylerdurden janasenaparty pawankalyan sridharaddepal nadendlamanohar jssoldiers trendpspk jspshatagniteam jspveeramahila avgkvarma ashokdammu srinanapatekar siddhupkcult pasagadaprashad harivishalmudra votejsp andhraspeaks i know anna i dont think you ever crossed the line and i believe you wont in future","Titan",0,"neutral"
"1102","telanganaindia pachamediamogud trspartyonline janasenaparty ysrcparty see pk himself said repeatedly that js will be contesting alone what more evidence you want we trust our leader","Titan",0.15,"positive"
"1103","commonman kathimahesh janasenaparty tylerdurden ashokdammu pasagadaprashad estrelladepoder legendceleb padmanabhasimh janasainiks bhemamani i know this happens i have discussed enough on this tell me what can be done is this an isolated incident","Titan",-1.25,"negative"
"1104","telanganaindia pachamediamogud trspartyonline janasenaparty ysrcparty if js supports tdp prior to elections many of us including me would go away from js","Titan",1.1,"positive"
